% Model,spaceplate_double_3d.mph
% Version,COMSOL 6.2.0.415
% Date,"Jul 21 2025, 16:13"
% Table,Table 3 - transmitted field
% freq (Hz),"theta0=0, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=5, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=10, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=15, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=20, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=25, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=30, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=35, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=40, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=45, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=50, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=55, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=60, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=65, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=70, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=75, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=80, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=85, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))","theta0=90, abs(acpr.p_t)^2 (kg^2/(m^2*s^4))"
24750,0.14904825546449652,0.15669026063878264,0.18354124731421007,0.24993304394184554,0.43152988215549976,0.869765870359978,0.9006303326372593,0.39609753101392425,0.17808085981994662,0.2097445854682143,0.12450873981261451,0.1596415314720893,0.2171622020118773,0.1666409335026369,0.04959754428542697,0.12646533902046328,0.29141355447216216,0.2620764779613452,0.0010449594779071297
25000,0.6471337448107966,0.6795924530800579,0.7804102467100756,0.9375454188833222,1.0120305895601922,0.7452818183637797,0.418758918139865,0.2796091287673732,0.1834832252060815,1.0485696197955077,0.18614506578462167,0.16567379145870129,0.1895217099076904,0.1707293004196671,0.11211547168623912,0.220416496802138,0.3740731270499712,0.24278718804748797,7.639271642700042E-4
25250,0.8864778251900999,0.868376623633461,0.8084855337481981,0.7042724051669077,0.5783390486046937,0.43425376332735655,0.30031760312494465,0.27618005660324174,0.27075134312437166,0.42948967790190606,0.3482925398967542,0.17747757490686866,0.16502951300734725,0.10042325886802954,0.16322265074528458,0.3526483392153533,0.420857323038298,0.19265410272636269,7.623601448616035E-4
25500,0.5240459565003136,0.5160811895571622,0.4907644714979698,0.44958251758733164,0.41170374210320476,0.3795956198448096,0.3200249039425113,0.36367858579180323,0.6486557686545681,0.25230480676013256,0.08950097645348297,0.1006016973851752,0.20331370838378016,0.06024143934578465,0.1900590559419989,0.2982311595295774,0.4467699098442769,0.11834539628482008,7.971329836289129E-4
25750,0.45909141188079416,0.45842670276102404,0.45472716661745305,0.4441736444180475,0.43937956130455547,0.4674207760265209,0.4817369487152884,0.6479747040456086,0.7016304279585377,0.22443633467018118,0.10171226945332541,0.16666587819862494,0.2749317397206313,0.07541505379966863,0.20059506269342184,0.27733832292921073,0.44134609936613584,0.075883535158092,7.645363832600545E-4
26000,0.6097209246738335,0.6145124545492627,0.6287922614600691,0.6484230763401372,0.6774935499200258,0.7687915312895399,0.9106246064686132,1.0383544288150264,0.05700368758592598,0.33608645566034634,0.2756196589101402,0.38907003384252004,0.38862372516021065,0.15443040600061814,0.22559990908469613,0.3233369327566453,0.41628342239781635,0.061476972181466465,6.712029094359446E-4
26250,0.9818570477878764,0.985826618842522,0.9969703832713664,1.009897445897708,1.013981666666938,0.9835803009422951,0.7998939680146212,0.4373156728978654,0.08388993902225421,0.22469697964613042,0.35185581625304646,0.36231474355334,0.46655421939544633,0.28174897951011735,0.3136731329868809,0.36754706949570665,0.38268060962805456,0.060615037726634395,5.474407236912489E-4
26500,0.5821298247683249,0.5764568334387821,0.5573998429295514,0.5178707172670277,0.4621889964463794,0.40824808568020693,0.290132922961808,0.14039099356658333,0.6298246451743779,0.5783792783350438,0.513565566532741,0.39336614213062926,0.4312642150019212,0.3287648236187908,0.2658366448093307,0.38690049478149496,0.33260229540054204,0.07134058537442024,4.125705224132711E-4
26750,0.18140540293288604,0.1805833695703431,0.17809613414103018,0.17130857325729001,0.15672874190705155,0.1461109861398716,0.11940737966540542,0.05549376797788882,0.15369687973347362,0.45351746204329985,0.5001697567269001,0.5069640538441743,0.35464253341038265,0.3392137722159725,0.16333616825888975,0.39209162519291385,0.26770301479138287,0.09201914962617257,2.930589577219361E-4
27000,0.07012599774472415,0.0701471748380758,0.0704659330606642,0.07069578894629767,0.06788334915011603,0.06553260287951075,0.0605005342670585,0.022872209860431182,0.20328696154882478,0.3162721509504252,0.36301130214016947,0.549211720552139,0.3447968076025396,0.3036629163208459,0.13478367137277225,0.4020990322227234,0.2238774906379989,0.11519050137639561,2.1339161328112668E-4
27250,0.033735399448545304,0.033844431758753867,0.034361718720887995,0.035523153145726086,0.03581975922459552,0.03537528600057846,0.03538071779303084,0.002306067670564182,0.26104906050392973,0.3228310652665087,0.28367990298470347,0.42754927422973654,0.28196432776269037,0.23564171187073815,0.1539797106065267,0.4159443497335313,0.22103987815322443,0.13519440345037212,1.7479475746850993E-4
27500,0.01888364907870962,0.018986291693224765,0.019400522418829235,0.020452262806429145,0.021603361659900323,0.02185774242559116,0.022819415163702412,0.06412764735011009,0.35880653495248804,0.14945832132752854,0.20972137543293817,0.35335331831024486,0.15113284417970355,0.16263508377972594,0.19765768253203286,0.42127864103916296,0.25527458836408246,0.15248066724917236,1.6656267308614255E-4
27750,0.011768699578419455,0.01185866063812814,0.012177086667476827,0.012990974483682069,0.014300360220064359,0.014950283652847956,0.01576869937807869,0.03703676209923433,0.16561928041585938,0.1577088253033581,0.2360549711276077,0.3352441412062672,0.1053472937360256,0.10740681314985134,0.23751827207270318,0.4203707684197244,0.31555413241710645,0.17152650756932056,1.7989403253205745E-4
28000,0.00794445292212788,0.00802541667148487,0.00828404626644246,0.008901960528776964,0.010135447883071835,0.011065906583525596,0.011394905678447455,0.27027248138687465,0.19467378026400053,0.27707240263940486,0.33744226139177774,0.3309914419043682,0.11003463749940255,0.08144604759091627,0.26117011502674997,0.4145551754266463,0.34323028235142555,0.19613846874003324,2.0781114226487405E-4
28250,0.0057055138801234756,0.00578035834019203,0.006005809327432043,0.006490136542926611,0.007578212295418324,0.008720225570454444,0.00826688783601056,0.11870008246967007,0.22338869496122507,0.3334836185435453,0.3934749175224412,0.32462195702560626,0.13999754461209152,0.07945016516686375,0.2767188326586053,0.40259179637824505,0.28121109346217826,0.20205502646063267,2.423625415217898E-4
28500,0.004306341866329848,0.004376372009126745,0.0045843198883417655,0.004987494689249376,0.0059272812301665746,0.00722784041226865,0.0050116329179033855,0.13016088333586584,0.27433201387970946,0.3891445393118075,0.41541594175581137,0.29053021741662816,0.17330001161517472,0.09829867492372985,0.29514509068175404,0.38765005108154044,0.20183610969230067,0.140972557626353,2.763209158378306E-4
28750,0.0033868040239040647,0.0034523622830442413,0.0036507651421412795,0.004011372059837329,0.0048283147996216295,0.006246155740631167,0.0133469090142388,0.08268424241990004,0.3305453120163203,0.43876420009684486,0.4715604449646888,0.24668001929824443,0.20297778728892835,0.14615980156320665,0.31457868172346376,0.3462875585518748,0.14543126060992806,0.07497082084647026,3.061222620443885E-4
29000,0.0027587799625188336,0.002819848090051782,0.0030119353680199403,0.003356549883728622,0.00408761419348151,0.00559524298789212,0.05517306536421681,0.20768131167396722,0.26446785910791876,0.4192739036282107,0.5098815266074723,0.26702207011386,0.23643227352304774,0.2283445018031994,0.3214069034285628,0.25136716587685975,0.10585484813220254,0.04195043766601383,3.313749081439983E-4
29250,0.0023176099692738396,0.0023742186871894815,0.0025607283450364503,0.0029065399755027065,0.0035926739224270243,0.005179088178883128,0.11739754496483569,0.23361105604876095,0.4328469619645013,0.261150107573267,0.27371499891295686,0.37820496025521777,0.2882562745558448,0.31616516316329857,0.31191161284017854,0.15516801125767957,0.0758639663225894,0.027274088016816442,3.529110529143853E-4
29500,0.0020019561680130436,0.0020544163302387,0.0022352123219716107,0.002592445209277983,0.0032756084000343157,0.004946329742068896,0.03316100463536483,0.24278196974402824,0.16043120128045546,0.09167851134165139,0.12897498406683544,0.1947829643449607,0.38125418614275575,0.3785142042841854,0.2901779259466374,0.09567013097615738,0.05266868767726603,0.020458127489143236,3.7288396219327196E-4
29750,0.001774265441239684,0.001823262400515395,0.0019984619569962956,0.002372610114998872,0.0030952925113695885,0.004857325469001662,0.17407655161167743,0.46011448377386593,0.053972015569061595,0.04564778316805073,0.06652179152742496,0.07364399590471037,0.43920462901166046,0.4178349880896637,0.2561372315669509,0.06497983889700555,0.03565024067058894,0.0170917468842223,3.972057693534485E-4
30000,0.0016106992276265148,0.0016572940704726784,0.0018279880784103238,0.002222024881102931,0.0030284836472628672,0.004734608863111104,0.12145550491247252,0.20471479708081927,0.046938673295314454,0.03368128958727226,0.035407534293273576,0.04349094208546024,0.2949078385727346,0.4454802344397392,0.20966078700462748,0.050004263296462376,0.024303309197762014,0.015230176575065271,4.38365386487606E-4
30250,0.0014957040662736494,0.001541280897396598,0.001709929127166004,0.0021265535262083696,0.0030660128279662,0.031904978790890166,0.26577987079583343,0.1306691271344103,0.02939632497806896,0.02392416017891592,0.019435807024588504,0.033404231993391494,0.1727999109355162,0.4685157696016146,0.15889832806588913,0.04276014082358259,0.017421087633503737,0.013945858334012651,5.185347244159924E-4
30500,0.001418988620141474,0.0014651784379203358,0.001635779759136732,0.0020796781993028856,0.0032129172454221644,0.024596935580832355,0.25930310199655726,0.043521445596046704,0.013243848752701291,0.010423714369565079,0.010490894900945907,0.026343559752537014,0.12193302369849118,0.49086300778424685,0.11748729818386794,0.03901937965704467,0.01354611126778461,0.012819866224529934,6.78973413255923E-4
30750,0.001373816498713641,0.001422419312543773,0.0016005640026939601,0.0020807093770204214,0.003493546407814839,0.11249990632485868,0.4458409781740822,0.02008779123510771,0.006363339110995449,0.004028635405378109,0.0052875228138394145,0.019534016941475062,0.1042020717255436,0.5066091359508069,0.0922993871812307,0.036674923741304856,0.011562188650302214,0.011710795372466345,0.0010120035476296342
31000,0.0013560607214254325,0.0014089833477383706,0.0016018850849118535,0.002134078165123647,0.003966622845091468,0.07690571766261331,0.08200601103461788,0.011209543769529458,0.0034880421689158893,0.001869293688789048,0.002682158557036716,0.013903947200806266,0.09663967710122183,0.4783045302718332,0.08238901936700951,0.03481162275617682,0.010825943018285987,0.010622599024057497,0.001772978707582365
31250,0.001363731032890616,0.0014229610271662592,0.0016395591565585787,0.0022497231995198272,0.004768658163239227,0.20211609354890367,0.054731824782556344,0.004289964127113937,0.0021141268914676606,0.0011168232990656753,0.001585538643291033,0.009902700618825182,0.08029197123748513,0.3763862201426989,0.0866921561284478,0.03321689109528235,0.011039997098189933,0.009633536054344414,0.003886694565605457
31500,0.0013968243042166513,0.0014644695788727808,0.001715714637251187,0.0024449300712016285,0.006274404592314825,0.16984084190428336,0.029073995999443176,0.001789454382294693,0.00132371605807867,8.44027139794915E-4,0.0011467234950801456,0.0072598943188756145,0.05173939520873217,0.24718723710615362,0.10966460865338591,0.03216617348231417,0.012105079584296302,0.008855999901053534,0.012589187508247803
31750,0.0014574307902712053,0.0015358664960897787,0.0018353761050424633,0.002748550531666669,0.010229576227390685,0.2874034039059117,0.006649737976788593,0.0010971743915535073,8.619230305205471E-4,6.754149103855056E-4,9.947504896855198E-4,0.005507227533061875,0.027291835066908687,0.1449360917080248,0.16538989020429562,0.032364034131451024,0.014025181235791318,0.008406937893032259,0.07084226346928248
32000,0.0015500937016686988,0.0016422722527811796,0.0020076904769722632,0.0032098467783289696,0.0020787607098085876,0.1618884474717094,0.0028619402779646785,9.542865701729391E-4,5.758605294741697E-4,4.895540967441719E-4,9.851657026552758E-4,0.004248182271306985,0.01378613848670069,0.07977274458663583,0.2619982692153995,0.03503907701752949,0.016880316606375092,0.00839652774389756,0.025788311346833185
32250,0.0016824918611907593,0.0017924955160163803,0.002248147432483366,0.003917656764758568,0.06577055909804728,0.08278905586960515,0.0023384151913327217,8.909556737258687E-4,3.521845714972873E-4,3.1927234645514534E-4,9.869080346302267E-4,0.003262171525916442,0.00745298016506124,0.04254159821013323,0.29804535546452804,0.04249939079967796,0.02087662258754413,0.008951720971059863,0.007370278514647639
32500,0.0018666190248697496,0.0020005860952251858,0.0025825090644164355,0.005045716690367136,0.2606626559967893,0.017873569983442177,0.0021437475616836138,4.792427653362685E-4,1.6257676439202577E-4,1.9125753239996048E-4,8.380109236219439E-4,0.002442616006514731,0.004540041180262785,0.02286887351385909,0.20648482150698935,0.06007058823633487,0.026490107215713824,0.010280009870682196,0.003408103438412124
32750,0.002120806615457347,0.0022884787543716503,0.0030539541663443365,0.006974795427307125,0.14748043827740964,0.01053193974445519,0.00110146534566184,1.837472008226009E-4,5.6804628244199834E-5,1.0402191597169029E-4,5.571205605195969E-4,0.0017333921046692553,0.003144491808937992,0.013013621621546581,0.12229568068287995,0.10171420805134052,0.03477458260712169,0.012783774899238388,0.0019814875507897624
33000,0.002473260974119383,0.0026906528101503227,0.0037367941691241776,0.010690576891968137,0.14872021769203697,0.008286018773814243,5.537633090770664E-4,6.654414750494922E-5,1.691424006369213E-5,4.924097231712531E-5,3.08186610114368E-4,0.0011322082431237635,0.002412624434566852,0.008164152718917603,0.07497631567695909,0.1935143164863304,0.048082510364148796,0.017279078126628274,0.0013099741889264736
33250,0.002968453043366313,0.0032627047605096006,0.0047647649463394455,0.019528199721717668,0.45411238481149957,0.0034766986479628868,2.966750752842388E-4,2.003928974031923E-5,2.826966852018372E-6,1.7840831068311725E-5,1.5273857601245274E-4,6.776733223764809E-4,0.0019659811507452924,0.005766242331127399,0.048935642007742565,0.2629356257554181,0.07185359451964815,0.025476820147150667,9.420862656651338E-4
33500,0.003679174719628057,0.00409795232860906,0.006394705366426551,0.05243948527916296,0.06480415434532287,0.0021282505530710524,1.3800672140329757E-4,1.8878400745441313E-6,4.019862791293679E-7,2.3128709294812598E-6,6.898694832010325E-5,3.8612043104410346E-4,0.0016429066287878401,0.004602056570104019,0.03386532100312481,0.17947225980006964,0.11793994874782905,0.041109271423434256,7.221333188256264E-4
33750,0.0047305833049279674,0.0053616945194533425,0.009166352496728999,0.5997828800811762,0.047525640700797823,0.0017697565941355636,4.078739589080982E-5,3.820988756763979E-6,1.2822417953802476E-5,2.1186358570144507E-6,2.64615687113099E-5,2.2222898215698743E-4,0.0013817153353904332,0.004121473487765866,0.024833775565232027,0.10633696335285468,0.1933874066099019,0.07213848432860163,5.851312789848631E-4
34000,0.006351590071650133,0.007367721546477759,0.014364999524862575,0.031615147685064925,0.021082392296326562,8.356653815408046E-4,3.713098746273252E-6,3.0438581780790005E-5,5.714367769394095E-5,2.4085506548320383E-5,5.963600170617223E-6,1.344882183727052E-4,0.001163970381635856,0.0040838588530297,0.019442895092660274,0.07117102640501634,0.20990008302278487,0.12869354663219648,5.002152515740144E-4
34250,0.00899467704108727,0.010767272622529347,0.025657222350110483,0.06161998138767621,0.007956868289768961,2.447180174036757E-4,5.945230869444349E-6,8.444582529349187E-5,1.4085064422157057E-4,7.596403600804378E-5,4.800416407541502E-8,8.565761620768383E-5,9.883257574967628E-4,0.004389856995337798,0.016458150764688255,0.05384486417094287,0.1306876469579622,0.17940522912066995,4.514663888050005E-4
34500,0.013648409634724782,0.01708151655556832,0.05690457871949074,0.18856630311617395,0.00850945824960032,8.678492099871786E-5,6.156086705047052E-5,1.718588245936938E-4,2.4423619238095226E-4,1.508227102116233E-4,9.625667285897816E-6,5.497782492999318E-5,8.593764567039606E-4,0.005006185540501662,0.015246416975667702,0.04460504922051502,0.0743659441269239,0.1482395637467018,4.306024106711715E-4
34750,0.02278405642131655,0.030498785968753172,0.19332639997091614,0.3963321371635028,0.008200690620396531,2.0903237282913014E-5,2.0223843745426962E-4,2.981088709467628E-4,3.616956431183929E-4,2.247359525458387E-4,4.012085479711029E-5,3.158267343825508E-5,7.822902532277435E-4,0.005937642803571997,0.015569695274608912,0.03954681228495289,0.047739239660469876,0.09227753479004645,4.341165667924861E-4
35000,0.043888272323515665,0.06574686152142496,0.9917090943306882,0.07137149800750757,0.002065704304788011,5.182102290876209E-6,3.391421847720964E-4,4.5953137212641394E-4,5.135277299806326E-4,2.935320155576104E-4,1.0015625080909334E-4,1.1154548134746458E-5,7.595524871528851E-4,0.007228292415305513,0.017551427839021718,0.03710229384470188,0.03507621392261151,0.05729366194394552,4.6245798739035827E-4
35250,0.10735388754555127,0.19889142956985087,0.25555608004532104,0.15564307767529822,9.872746093490118E-4,1.1952606700115866E-4,4.4273682794095944E-4,6.89047943570778E-4,7.417804342939509E-4,3.89266082224806E-4,2.0422235294514476E-4,9.005228471953535E-9,7.878507633226517E-4,0.008978416351698925,0.021768936687598373,0.03675250551859457,0.028902684371127554,0.03824247569659501,5.207026479157665E-4
35500,0.3998178421432731,0.8762204196889027,0.08042886204912737,0.02681322161603833,7.2374464568135E-4,3.0647506352441404E-4,6.615412408075343E-4,0.0011280632656802036,0.0011285482267678066,5.718677597994681E-4,3.8321174201755087E-4,2.9787032617762547E-5,8.501088881177355E-4,0.011351757406247056,0.02949356696450809,0.038611548911580224,0.026167792942544888,0.027573020633060646,6.213823383920393E-4
35750,0.9291744665008222,0.45751286576603084,0.040114557172943544,0.02772252354643963,3.5502112988163845E-4,6.384584144663675E-4,0.0012111387297932905,0.002053722371004209,0.001816162834934365,9.630189566499605E-4,7.164053675952036E-4,1.8266619463321425E-4,8.954022370353294E-4,0.014507196094894401,0.04308248430514677,0.04340628088520505,0.02561945224532228,0.02135859046725314,7.922288015529999E-4
36000,0.2802064183169474,0.15119137492041215,0.025202565840241484,0.04454884834676566,8.022845125826863E-6,0.0014090362210408577,0.0026658755864244154,0.0039887439487936065,0.003024155497603591,0.001865042759135571,0.0014199992718972182,6.220702847964815E-4,8.170729673249016E-4,0.01831022378072251,0.06621261033061533,0.052776464748356434,0.02682017891306072,0.017709845719851344,0.0010982676405270038
36250,0.11871093928127566,0.0780519241607472,0.0181896264656929,0.011646632200233908,1.4820648684289958E-4,0.0033017049345009696,0.006144218689766893,0.007632500349494694,0.005147877003897683,0.004043460739302834,0.0030807320147112583,0.0016250057060109302,5.128225833063796E-4,0.021774893486159873,0.10251818873786614,0.07005886277764607,0.029827389632928792,0.015702096432403494,0.0017165276575830432
36500,0.07070986099804819,0.05197950625450352,0.01670943749764572,0.009933586897455044,0.001176644543090276,0.006905328043714235,0.011727459169086926,0.012871602812007457,0.009017103813652482,0.009234878038016526,0.007233670517297921,0.0036200381648648157,1.1244218355500455E-4,0.023047494130641444,0.1499222083385222,0.10193967328248178,0.03518628250814994,0.014899606453351725,0.003273142781075069
36750,0.05151348037172421,0.04070677231607105,0.2146773047956238,0.013645097175351586,0.004858249022982531,0.013442172585696278,0.019569309563550245,0.01895767864641212,0.016510073468978023,0.02077821212454672,0.017499334581104312,0.007300307843957914,3.892817845071032E-5,0.021118126037287785,0.19334847090154708,0.16110072110240242,0.044200935182475434,0.015168215207333965,0.009371314341165563
37000,0.04308575871112994,0.03598018389366712,0.08324840539963545,0.004232741046963081,0.010271339667691424,0.029859083720639126,0.03563200849835,0.02948086498190884,0.03253278151891382,0.04499208559936135,0.04062926410662277,0.014165307941801781,6.607063460392397E-4,0.017140791145978298,0.21127733384012257,0.2658879105139428,0.059711478631193214,0.016642582411253107,0.06831498302227319
37250,0.04022715562938155,0.03531649774311418,0.11702997803651567,0.0013483508325974917,0.026852502597430876,0.07926956089433351,0.0795910721574396,0.06022047096957577,0.07311339498304247,0.09692126523970487,0.08557006401955586,0.028550342989316288,0.0023534309330227095,0.01291121008777093,0.1969527758064245,0.4183242134722861,0.0881168018082392,0.01984098306616159,0.0169469733774788
37500,0.04154729738423627,0.038513305588632904,0.0930532463157478,8.202262363690985E-5,0.11508221081330708,0.21275605691761762,0.21327431721896864,0.178111465599687,0.196980000891663,0.21592326229448341,0.16568612514940473,0.06467466757360248,0.0064682736589442,0.0093068934799567,0.16454625178747284,0.5608810833944915,0.14437950245241024,0.026074975898805454,0.003704608069235051
37750,0.047730877967197015,0.04752986950361945,0.1627788281609994,0.01536319509390775,0.45160988462235857,0.38670442725141246,0.43822602281449496,0.4682863844047741,0.46488781842667315,0.44443905382501875,0.31213042223763043,0.16989198725884777,0.018735770846202433,0.0063625286817630385,0.1325364359809834,0.6324675709165741,0.25791454605506153,0.038740403763849365,0.0014791660904998596
38000,0.062394742928891064,0.06972436590401314,0.08300469422787157,0.05888459585656386,0.4939953760586092,0.4745148480355738,0.45301092811190485,0.4270780606794338,0.4966967074341498,0.5431526654428628,0.4839483525700718,0.3924900647191749,0.0690071203296622,0.0037626893232546713,0.11032046059900236,0.6559478807360122,0.4121816072574208,0.06770559523544317,7.685008112069846E-4
38250,0.09780540480558021,0.13766496136451797,0.2891076372298833,0.5786465222840254,0.45581600171032643,0.39304642462562145,0.37774219403908454,0.355856387615009,0.4140132992292607,0.4110740680553359,0.4133669495181658,0.41285258202331115,0.29958298745612366,0.0012012150373948273,0.09978761441107434,0.6661562487173093,0.3923652712041529,0.14075037461871762,4.6297130107336324E-4
38500,0.2068774202863396,0.5076422309004767,0.11030969893197683,0.5005571943330824,0.38008021140756787,0.33604067976615615,0.3345775358034448,0.35720202821103425,0.39186665287272443,0.321877520015922,0.2854301814393267,0.3087716211155576,0.39240392925061507,4.875111050560635E-4,0.10137438780447484,0.6601705954639535,0.25378227687630184,0.22291344188563714,3.074550645697356E-4
38750,0.7010931036141949,0.5031505713928465,0.17594988753019145,0.4964502462382027,0.3294877868022947,0.3793555451242598,0.34007811692339524,0.38440459533784327,0.40407604472464514,0.3070124163452904,0.2509754437846816,0.27597144804935125,0.30252449286255834,0.04139327081370712,0.11853392146573484,0.6241910668339974,0.1648611965826269,0.12025269779482152,2.1922130191475597E-4
39000,0.5769551628264286,0.06763594543547959,0.49855619083694225,0.4537392035662054,0.441793162560111,0.47215749672446516,0.3924956986423219,0.4312518540655186,0.42731764602471856,0.3510958143504224,0.3060798637772268,0.31565031435025365,0.33465527636901393,0.3401073920181367,0.16268133963363665,0.5705770812596441,0.1207048334371023,0.050778683348271715,1.6522603311967755E-4
39250,0.13309480611343283,0.013936672674741881,0.007202468835145464,0.5569227068394218,0.5407248783039614,0.5025947800817941,0.4649478789569487,0.5094952691682747,0.46269395150784537,0.43186945273157296,0.4329764731158448,0.405304130693222,0.3987036308297153,0.37702192327769724,0.2578044757519892,0.5314742878743683,0.09987431548706124,0.025407541939297267,1.3028105868338367E-4
39500,0.0489211622401285,3.835886031986002E-4,0.5664558982356743,0.6158883515765216,0.3980812283327212,0.4909220891725511,0.46645853405884663,0.5426486609314525,0.4889073579686926,0.425498387382513,0.37273590927509664,0.34613855183200914,0.27384766356070145,0.2630831282846029,0.3820873883932691,0.5310850272562896,0.0921289197622748,0.014792044185623148,1.0666622133954024E-4
39750,0.023791717703355707,0.31969471610090067,0.19552782557540355,0.24971981638970103,0.3401911848266052,0.4015383629590676,0.3312154135305779,0.358760123732201,0.35408377650968287,0.2661245811279758,0.19810838419188742,0.17506499914842644,0.13392587828516053,0.10503106179679614,0.367708910980215,0.5714411593212699,0.09368955048341895,0.009600325223156835,9.015401932481294E-5
40000,0.013586555467193388,0.02879172476579681,0.06737956896653448,0.11175976917567895,0.2295588164652135,0.19237430172106176,0.17713772449773377,0.17112846224369677,0.15800935413633885,0.13674620218102485,0.11339645263493539,0.09148363468517745,0.07272190173771179,0.04560964457312028,0.3622322090632381,0.5858123512851705,0.10432173791808048,0.006752477170248722,7.829793936999868E-5
