% Model,spaceplate_double_3d_PA.mph
% Version,COMSOL 6.2.0.415
% Date,"Aug 14 2025, 08:46"
% Table,Table 5 - Surface Average 2
% freq (Hz),abs(acpr2.p_t)^2 (kg^2/(m^2*s^4))
18550,0.086150203836838
18600,0.06732394541800112
18650,0.053904200446637095
18700,0.04404150895715083
18750,0.03660231638046411
18800,0.0308651539020984
18850,0.02635521569295564
18900,0.022750680750989315
18950,0.019827678673771266
19000,0.017426858088700606
19050,0.015432455168395108
19100,0.013758827101756783
19150,0.012341573342594878
19200,0.011131550763077801
19250,0.010090757904423167
19300,0.009189452665033536
19350,0.00840410006230979
19400,0.0077158887176278605
19450,0.007109643458380665
19500,0.006573018018125197
19550,0.00609588857660233
19600,0.0056698931766280625
19650,0.00528807836980526
19700,0.004944625562238352
19750,0.004634637214767123
19800,0.004353968429954764
19850,0.0040990932674905434
19900,0.0038669978586453125
19950,0.003655094357375181
20000,0.0034611512721078475
20050,0.00328323660061341
20100,0.0031196713005134536
20150,0.0029689909038640287
20200,0.002829913729395132
20250,0.0027013144241314667
20300,0.0025822018394737584
20350,0.002471700450732483
20400,0.0023690346876831443
20450,0.002273515667804826
20500,0.0021845299215675377
20550,0.0021015297763321158
20600,0.0020240251269617697
20650,0.0019515763704015304
20700,0.0018837883208786047
20750,0.0018203049543247575
20800,0.0017608048563911155
20850,0.0017049972694670949
20900,0.0016526186512889163
20950,0.001603429671825678
21000,0.0015572125867418355
21050,0.0015137689353372991
21100,0.0014729175188370617
21150,0.0014344926215330797
21200,0.0013983424428294505
21250,0.0013643277128906825
21300,0.0013323204684963692
21350,0.001302202969020312
21400,0.0012738667373181848
21450,0.001247211697984491
21500,0.001222145431797004
21550,0.001198582492616434
21600,0.0011764438091370704
21650,0.0011556561501303963
21700,0.0011361516479896031
21750,0.0011178673741759476
21800,0.001100744960951059
21850,0.0010847302645015015
21900,0.0010697730651594642
21950,0.0010558268009503693
22000,0.001042848331157659
22050,0.0010307977269901666
22100,0.0010196380867841307
22150,0.0010093353734744377
22200,9.99858272330863E-4
22250,9.911780671899024E-4
22300,9.832685336125784E-4
22350,9.761058475807944E-4
22400,9.696685085062715E-4
22450,9.639372754688887E-4
22500,9.58895115736281E-4
22550,9.545271647368039E-4
22600,9.508206967753368E-4
22650,9.47765105891887E-4
22700,9.453518963712757E-4
