% Model,spaceplate_double_3d_PA.mph
% Version,COMSOL 6.2.0.415
% Date,"Aug 5 2025, 16:35"
% Table,Table 4 - Surface Average 2
% freq (Hz),abs(acpr2.p_t)^2 (kg^2/(m^2*s^4))
13075,0.005949027086120581
13080,0.005932908169564152
13085,0.005916887409385848
13090,0.005900964165023037
13095,0.005885137801285034
13100,0.005869407688305428
13105,0.005853773201492662
13110,0.005838233721475154
13115,0.005822788634057484
13120,0.00580743733016924
13125,0.005792179205818462
13130,0.00577701366203865
13135,0.005761940104856136
13140,0.005746957945221431
13145,0.0057320665989817575
13150,0.005717265486833383
13155,0.00570255403426507
13160,0.00568793167153867
13165,0.005673397833597406
13170,0.005658951960085836
13175,0.005644593495256883
13180,0.00563032188795113
13185,0.005616136591554543
13190,0.0056020370639508835
13195,0.005588022767484192
13200,0.0055740931689181135
13205,0.005560247739396075
13210,0.0055464859544018235
13215,0.005532807293718371
13220,0.005519211241392309
13225,0.0055056972856942716
13230,0.005492264919079797
13235,0.005478913638156578
13240,0.0054656429436393305
13245,0.005452452340321905
13250,0.005439341337036437
13255,0.0054263094466175735
13260,0.005413356185870348
13265,0.005400481075531136
13270,0.005387683640236904
13275,0.005374963408487178
13280,0.005362319912614861
13285,0.005349752688748491
13290,0.005337261276782247
13295,0.005324845220341601
13300,0.005312504066752096
13305,0.005300237367006293
13310,0.0052880446757336535
13315,0.005275925551167911
13320,0.005263879555117015
13325,0.00525190625293215
13330,0.005240005213477969
13335,0.005228176009102941
13340,0.005216418215608034
13345,0.005204731412220166
13350,0.005193115181561965
13355,0.005181569109620858
13360,0.005170092785727003
13365,0.005158685802518814
13370,0.005147347755916972
13375,0.005136078245101107
13380,0.005124876872478014
13385,0.005113743243656061
13390,0.005102676967422382
13395,0.005091677655708511
13400,0.005080744923572936
13405,0.0050698783891713105
13410,0.005059077673732635
13415,0.005048342401531549
13420,0.005037672199867822
13425,0.005027066699038947
13430,0.005016525532313486
13435,0.005006048335913978
13440,0.004995634748989392
13445,0.004985284413587664
13450,0.004974996974639082
13455,0.004964772079930944
13460,0.004954609380082772
13465,0.004944508528527186
13470,0.004934469181485083
13475,0.004924490997944902
13480,0.00491457363964147
13485,0.004904716771030625
13490,0.004894920059277391
13495,0.004885183174214851
13500,0.004875505788357568
13505,0.004865887576842767
13510,0.004856328217434503
13515,0.004846827390494639
13520,0.00483738477896646
13525,0.004828000068351772
13530,0.004818672946696401
13535,0.00480940310456009
13540,0.004800190235010572
13545,0.004791034033597696
13550,0.004781934198333571
13555,0.004772890429677635
13560,0.004763902430517182
13565,0.00475496990614929
13570,0.004746092564258931
13575,0.004737270114911259
13580,0.004728502270521431
13585,0.004719788745848036
13590,0.004711129257968694
13595,0.004702523526266207
13600,0.004693971272412939
13605,0.004685472220355259
13610,0.004677026096277473
13615,0.004668632628628755
13620,0.004660291548063548
13625,0.004652002587446796
13630,0.00464376548183636
13635,0.004635579968456236
13640,0.00462744578670685
13645,0.004619362678118487
13650,0.0046113303863573344
13655,0.004603348657202524
13660,0.004595417238533613
13665,0.004587535880313735
13670,0.004579704334580388
13675,0.004571922355420625
13680,0.004564189698971444
13685,0.004556506123393521
13690,0.004548871388861784
13695,0.00454128525755466
13700,0.0045337474936308925
13705,0.004526257863233452
13710,0.004518816134455629
13715,0.0045114220773431295
13720,0.004504075463873925
13725,0.0044967760679485835
13730,0.004489523665374673
13735,0.004482318033857199
13740,0.00447515895298403
13745,0.004468046204214088
13750,0.004460979570865331
13755,0.004453958838103032
13760,0.0044469837929271205
13765,0.00444005422416125
13770,0.0044331699224389705
13775,0.004426330680197673
13780,0.0044195362916596695
13785,0.004412786552824213
13790,0.004406081261457509
13795,0.004399420217084537
13800,0.004392803220968762
13805,0.004386230076108619
13810,0.004379700587226824
13815,0.00437321456075674
13820,0.0043667718048327146
13825,0.00436037212928066
13830,0.004354015345607158
13835,0.00434770126699007
13840,0.004341429708266752
13845,0.004335200485926019
13850,0.004329013418097477
13855,0.0043228683245416
13860,0.00431676502664101
13865,0.004310703347389414
13870,0.0043046831113838875
13875,0.00429870414481502
13880,0.004292766275456716
13885,0.004286869332658698
13890,0.004281013147336461
13895,0.004275197551962647
13900,0.004269422380559617
13905,0.0042636874686848
13910,0.004257992653361998
13915,0.004252337773346086
13920,0.004246722668694392
13925,0.0042411471810428905
13930,0.004235611153518386
13935,0.004230114430755195
13940,0.004224656858841204
13945,0.004219238285359579
13950,0.004213858559352202
13955,0.004208517531317146
13960,0.004203215053204319
13965,0.004197950978407334
13970,0.004192725161752838
13975,0.004187537459494797
13980,0.004182387729310431
13985,0.004177275830286234
13990,0.004172201622916371
13995,0.004167164969093848
14000,0.004162165732102726
14005,0.004157203776612279
14010,0.004152278968669508
14015,0.0041473911756922275
14020,0.004142540266463711
14025,0.004137726111124496
14030,0.004132948581166037
14035,0.004128207549425068
14040,0.0041235028900769655
14045,0.0041188344786289854
14050,0.004114202191914811
14055,0.004109605908087354
14060,0.004105045506613531
14065,0.004100520868268326
14070,0.004096031875127744
14075,0.00409157841056479
14080,0.004087160359241746
14085,0.004082777607106954
14090,0.00407843004138461
14095,0.004074117550575127
14100,0.004069840024445057
14105,0.004065597354023716
14110,0.004061389431598066
14115,0.004057216150705957
14120,0.004053077406131698
14125,0.004048973093901473
14130,0.004044903111277707
14135,0.004040867356753356
14140,0.00403686573004856
14145,0.0040328981321043015
14150,0.004028964465078062
14155,0.004025064632339853
14160,0.00402119853846634
14165,0.004017366089236928
14170,0.0040135671916284735
14175,0.004009801753812206
14180,0.004006069685147699
14185,0.00400237089618173
14190,0.003998705298632346
14195,0.003995072805407854
14200,0.003991473330578433
14205,0.003987906789385598
14210,0.003984373098233815
14215,0.00398087217468753
14220,0.0039774039374676695
14225,0.003973968306446508
14230,0.003970565202644226
14235,0.003967194548226282
14240,0.0039638562664997936
14245,0.003960550281906263
14250,0.003957276520021835
14255,0.0039540349075548094
14260,0.003950825372339815
14265,0.00394764784332772
14270,0.003944502250600347
14275,0.003941388525349224
14280,0.003938306599879878
14285,0.003935256407609842
14290,0.00393223788306268
14295,0.003929250961865606
14300,0.003926295580748197
14305,0.00392337167753706
14310,0.0039204791911549115
14315,0.003917618061614834
14320,0.00391478823002377
14325,0.003911989638572461
14330,0.003909222230535347
14335,0.003906485950270962
14340,0.0039037807432161426
14345,0.00390110655588417
14350,0.003898463335862659
14355,0.0038958510318115942
14360,0.003893269593460094
14365,0.0038907189716047333
14370,0.003888199118107441
14375,0.0038857099858899983
14380,0.003883251528948341
14385,0.0038808237023170798
14390,0.0038784264620999073
14395,0.0038760597654549636
14400,0.003873723570590507
14405,0.0038714178367682275
14410,0.0038691425242979504
14415,0.003866897594538398
14420,0.0038646830098938443
14425,0.003862498733812971
14430,0.003860344730787894
14435,0.0038582209663517186
14440,0.003856127407078346
14445,0.0038540640205796213
14450,0.0038520307755051573
14455,0.0038500276415410414
14460,0.0038480545894075896
14465,0.003846111590859081
14470,0.00384419861868257
14475,0.0038423156466964965
14480,0.0038404626497504537
14485,0.003838639603722673
14490,0.003836846485521464
14495,0.003835083273080348
14500,0.0038333499453649463
14505,0.0038316464823624006
14510,0.003829972865087921
14515,0.0038283290755816587
14520,0.003826715096908227
14525,0.00382513091315676
14530,0.0038235765094393826
14535,0.003822051871892024
14540,0.00382055698767362
14545,0.003819091844965539
14550,0.003817656432972032
14555,0.003816250741919411
14560,0.0038148747630555135
14565,0.0038135284886525516
14570,0.003812211912002798
14575,0.0038109250274216823
14580,0.003809667830247083
14585,0.0038084403168390205
14590,0.0038072424845817616
14595,0.003806074331880496
14600,0.003804935858164898
14605,0.0038038270638930927
14610,0.003802747950538233
14615,0.003801698520605505
14620,0.0038006787776245733
14625,0.0037996887261504244
14630,0.0037987283717651273
14635,0.0037977977210789425
14640,0.003796896781730067
14645,0.0037960255623871006
14650,0.003795184072748229
14655,0.003794372323543809
14660,0.003793590326536569
14665,0.0037928380945229435
14670,0.003792115641334195
14675,0.0037914229818381356
14680,0.003790760131939871
14685,0.0037901271085845865
14690,0.003789523929756169
14695,0.0037889506144813986
14700,0.0037884071828307216
14705,0.0037878936559200068
14710,0.0037874100559115594
14715,0.0037869564060174056
14720,0.003786532730499159
14725,0.003786139054671579
14730,0.0037857754049040885
14735,0.003785441808622784
14740,0.0037851382943121315
14745,0.0037848648915181976
14750,0.00378462163084993
14755,0.0037844085439823305
14760,0.003784225663658037
14765,0.0037840730236896837
14770,0.003783950658964518
14775,0.0037838586054440735
14780,0.003783796900169105
14785,0.0037837655812610494
14790,0.0037837646879258567
14795,0.0037837942604560387
14800,0.0037838543402341153
14805,0.0037839449697360497
14810,0.00378406619253375
14815,0.003784218053298033
14820,0.003784400597803165
14825,0.00378461387292877
14830,0.0037848579266650077
14835,0.0037851328081141534
14840,0.0037854385674957495
14845,0.0037857752561495056
14850,0.0037861429265389802
14855,0.0037865416322567214
14860,0.003786971428026381
14865,0.003787432369707998
14870,0.0037879245143015244
14875,0.003788447919951507
14880,0.00378900264595065
14885,0.0037895887527456184
14890,0.0037902063019385267
14895,0.0037908553562959663
14900,0.0037915359797489434
14905,0.0037922482374011294
14910,0.0037929921955317802
14915,0.003793767921600654
14920,0.0037945754842552333
